frame_number,timestamp,ear,mar,blink_duration,blink_rate,yawn_freq,eye_closure_dur,face_angle,head_pitch,head_yaw,head_roll,perclos,ear_velocity,ear_acceleration,fatigue_score,state
1719,57.3,0.6,0.309794529639694,0.3576101717392765,22.222296414481605,0.134660730710167,0.1348184280013913,9.236291099746705,7.20980011289009,2.9580458687465883,4.957602268216108,0.1742651894011212,-0.1693718782268727,0.3976795740443952,42.83836791870005,Slightly Drowsy
1205,40.16666666666666,0.6,0.2935037520251278,0.1766885045806189,14.121670107906882,0.0,0.0683255870862114,3.5147394306572544,2.1261776342086534,-2.2075607277370817,1.7203015917450928,0.0268273583808993,0.0324458116872474,0.0524545455669011,14.522656678684228,Alert
2723,90.76666666666668,0.6,0.4780610488562011,0.4479252940094962,23.609397957826538,0.5912469613069515,0.435344642202697,25.340595418651898,21.721099227995797,5.590286363369437,11.793571251952814,0.5735105980377384,-0.1199119110779873,0.1167422683214333,82.1791891820319,Drowsy
1938,64.6,0.6,0.3136738116829533,0.2947699377340383,22.936673683969328,0.1852175333885765,0.1628725519694585,11.820311711700256,9.083334274193074,6.813818177677264,3.28400506494471,0.1371879033714142,-0.1027449032925454,-0.0350831806050166,44.11749615214379,Slightly Drowsy
1227,40.9,0.6,0.237285502621612,0.1671419328915387,16.671762450336544,0.0351072658571806,0.1113090931991822,4.260554305538575,3.3721962888008337,-1.1822714369417309,2.320096857812817,0.0489079354422857,-0.1398839082670058,0.8364611860112319,12.886134930003642,Alert
466,15.533333333333331,0.3095890391687994,0.2800691895664534,3.917636102695848,10.637463790173328,0.0155580131133769,0.1075436187300912,4.9809761086266375,4.550091267255224,-1.089394940451234,1.7088040022414397,0.0468243168498406,0.2250411913501482,0.0335293172220476,16.199414385196132,Alert
3574,119.13333333333334,0.1201008281477352,0.4797674356506005,3.917636102695848,3.89168388106906,0.0981672450992606,1.6904570163020194,31.06149369118629,28.79570128184128,-3.068657324257664,11.234203142228193,0.8057092537083508,0.0378111981072212,0.0113462813187538,100.0,Sleep
552,18.4,0.2865127658367835,0.2540164770349243,3.917636102695848,18.744718231646765,0.0454474984634496,0.1017044452732326,2.5968567891343555,2.0963879219607944,-1.4509759123127055,-0.4934488482288811,0.0366316057594223,0.0905468608441107,0.6185750704094496,13.24265849901594,Alert
839,27.966666666666665,0.3115983325873565,0.2894081727053731,3.917636102695848,12.280539262936422,0.0229195529283862,0.0725121993358617,3.44032760622927,-0.3162831369493704,-1.6006308774692457,-3.028828124796241,0.050974009527898,-0.0123770278367091,-0.7673434234992076,8.343046342225366,Alert
556,18.53333333333333,0.3340946968751728,0.3510038759078288,3.917636102695848,11.213669212479846,0.0,0.1021342084857463,7.269486437638689,-3.6865525780154993,-0.6123893066181485,6.235362258416095,0.0397591289408013,-0.1681151476044374,-0.0258288587040571,10.699481224405291,Alert
3307,110.23333333333332,0.1943482591380965,0.5542026656965762,0.5141416374552422,27.41804896407517,0.4645322710405821,0.6656484055118634,16.376113184681543,11.82983873772175,11.13582315172265,2.0555878017142337,0.3681748788438292,-0.060416897330863,-0.1819087152574928,61.195027948965205,Drowsy
2728,90.93333333333334,0.2130685969777018,0.586633329541361,0.5189717517063752,23.839196300513965,0.4951844476394891,0.6114846863058223,23.213628442999703,15.627349954140032,7.481041059093219,15.44967648763707,0.4466809454504326,0.021090096016059,-0.3534944999604155,71.09209818958045,Drowsy
2432,81.06666666666666,0.2116210186328337,0.4707433605192915,0.2877672362237768,30.79861165093805,0.6821113505999419,0.5275438032327516,25.01290772753742,22.43878291896757,7.988723240938495,7.63720335472611,0.5626700151871091,-0.1433216042965144,-0.1325854088830091,63.69147043485044,Drowsy
2421,80.7,0.2295417298999076,0.5882801864504179,0.4079720427219759,37.25715092030155,0.6198496893466322,0.5345304661198335,22.513075565183765,18.2873277485026,11.075689476704287,7.052752500842701,0.3436901078657983,0.0101376841797265,-0.0832751114262156,75.90517653547958,Drowsy
3632,121.06666666666666,0.1157232668107797,0.4169610031528676,0.5751133310422167,7.082613464926725,0.1774478749654145,1.1647886349119054,36.9349241870198,27.939681299606004,22.14702311090111,9.647393477129404,0.8058418644889008,0.0552211193303516,0.0162948937653055,100.0,Sleep
2011,67.03333333333333,0.2459664394497777,0.2952789514206652,0.2383805960701667,21.227905175867196,0.2285029238648241,0.1643670932799902,9.734598014954694,8.022884133516943,4.547384031951421,3.117214647545977,0.1539194350457369,-0.1833379596035382,0.4041129949751849,43.88198150405873,Slightly Drowsy
110,3.6666666666666665,0.3267148069715814,0.3334963949244386,0.1952350726886887,15.345740197624082,0.0929002934923921,0.0727009454091422,5.029958046654847,-0.098024168347516,-3.1344275820631005,-3.932713178752004,0.0811241425988064,-0.1654812548582524,-0.0995641306135974,10.997949328447172,Alert
3481,116.03333333333332,0.1135281798846907,0.4213204253944635,0.9603701694375102,2.474554720286782,0.1803870597837592,1.8398719615210004,29.86190922101552,24.333600314572088,15.124001261376836,3.3343243093088484,0.7952236995043708,0.0007395133383122,-0.0842808718658984,99.22843340188058,Sleep
1949,64.96666666666667,0.2523132203522084,0.3225718389953061,0.2437668494873171,27.247507154664905,0.0581409137390069,0.1578320388886891,14.00882727204594,12.18172253434178,6.562985523994615,2.186343670643951,0.2298638525715461,-0.0053139883603991,0.0381650229936048,42.714536313923006,Slightly Drowsy
3012,100.4,0.2198095739740134,0.641799159979897,0.541980891994549,27.15470099720953,0.4979670413774507,0.6303584805254804,21.624740862114116,18.642064475549496,10.741104774194982,-2.175205202459999,0.4929560222206035,-0.0700820014029947,-0.0808124634664483,82.20522029911679,Drowsy
3734,124.46666666666668,0.118636319457131,0.4896661400818213,0.888650579191801,5.72804962991058,0.0,1.393393206469201,26.48355688361534,15.185586423957384,16.05861124729899,14.591016242069395,0.9004098568344684,0.0161481995190247,0.0480735967742194,100.0,Sleep
2792,93.06666666666666,0.2083550510061989,0.5470185999778363,0.4847034458636738,25.2512921997807,0.7819355026399597,0.3889382147108164,28.294048047019547,23.81035372164387,11.136967220701097,10.468436925457397,0.4956182212308618,-0.0755497117229405,-0.0225243425322774,74.65158234989111,Drowsy
